date,revenues,group,customer_id
5/1/2017,0,a,101
5/1/2017,0,b,468
5/1/2017,0,a,425
5/1/2017,0,b,644
5/1/2017,0,a,199
5/1/2017,0,b,446
5/1/2017,0,a,672
5/1/2017,0,b,654
5/1/2017,0,a,348
5/1/2017,0,b,154
5/1/2017,0,a,737
5/1/2017,0,b,228
5/1/2017,0,a,581
5/1/2017,0,b,255
5/1/2017,0,a,618
5/1/2017,0,b,146
5/1/2017,94.33,b,165
5/1/2017,0,a,772
5/1/2017,0,b,933
5/1/2017,0,a,956
5/1/2017,0,b,588
5/1/2017,0,b,747
5/1/2017,0,a,189
5/1/2017,0,b,720
5/1/2017,0,a,665
5/1/2017,0,b,43
5/1/2017,0,a,952
5/1/2017,0,b,230
5/1/2017,0,a,739
5/1/2017,0,b,134
5/1/2017,0,b,517
5/1/2017,0,a,703
5/1/2017,0,b,837
5/1/2017,0,a,189
5/1/2017,0,b,100
5/1/2017,0,a,951
5/1/2017,0,b,749
5/1/2017,0,a,603
5/1/2017,0,b,280
5/1/2017,0,a,610
5/1/2017,0,b,35
5/1/2017,0,a,895
5/1/2017,0,b,822
5/1/2017,0,a,644
5/1/2017,0,b,979
5/1/2017,0,a,156
5/1/2017,0,b,177
5/1/2017,0,a,539
5/1/2017,0,b,553
5/1/2017,0,a,30
5/1/2017,18.88,b,305
5/1/2017,0,a,458
5/1/2017,0,b,937
5/1/2017,0,a,411
5/1/2017,0,b,628
5/1/2017,0,b,525
5/1/2017,0,a,858
5/1/2017,0,b,686
5/1/2017,0,b,539
5/1/2017,0,a,459
5/1/2017,0,b,517
5/1/2017,0,a,49
5/1/2017,0,b,87
5/1/2017,0,a,776
5/1/2017,0,b,693
5/1/2017,0,a,910
5/1/2017,0,b,941
5/1/2017,0,a,19
5/1/2017,0,b,428
5/1/2017,0,a,782
5/1/2017,0,b,413
5/1/2017,0,a,677
5/1/2017,0,b,723
5/1/2017,0,a,794
5/1/2017,0,b,497
5/1/2017,0,a,651
5/1/2017,0,b,608
5/1/2017,0,b,199
5/1/2017,0,a,385
5/1/2017,0,b,445
5/1/2017,0,a,554
5/1/2017,0,b,345
5/1/2017,0,b,924
5/1/2017,0,b,640
5/1/2017,0,b,383
5/1/2017,0,b,699
5/1/2017,0,a,120
5/1/2017,0,b,89
5/1/2017,0,a,58
5/1/2017,0,b,689
5/1/2017,0,a,688
5/1/2017,0,b,144
5/1/2017,0,a,162
5/1/2017,0,b,696
5/1/2017,0,a,375
5/1/2017,0,b,297
5/1/2017,0,a,890
5/1/2017,0,b,625
5/1/2017,0,a,919
5/1/2017,0,b,267
5/1/2017,0,b,515
5/1/2017,0,b,343
5/1/2017,37.66,a,13
5/1/2017,0,b,754
5/1/2017,0,b,907
5/1/2017,0,b,235
5/1/2017,0,b,953
5/1/2017,0,a,380
5/1/2017,0,b,797
5/1/2017,0,a,403
5/1/2017,0,b,627
5/1/2017,0,b,699
5/1/2017,0,a,922
5/1/2017,0,b,810
5/1/2017,0,b,504
5/1/2017,0,a,329
5/1/2017,0,b,372
5/1/2017,0,a,736
5/1/2017,0,b,909
5/1/2017,0,a,840
5/1/2017,0,b,949
5/1/2017,0,b,574
5/1/2017,0,b,36
5/1/2017,0,a,307
5/1/2017,0,b,941
5/1/2017,0,b,357
5/1/2017,0,b,14
5/1/2017,0,b,507
5/1/2017,0,b,887
5/1/2017,0,b,286
5/1/2017,0,b,807
5/1/2017,0,a,340
5/1/2017,0,b,39
5/1/2017,0,b,903
5/1/2017,0,b,477
5/1/2017,0,a,747
5/1/2017,0,b,102
5/1/2017,0,b,156
5/1/2017,0,b,513
5/1/2017,0,b,19
5/1/2017,0,b,492
5/1/2017,0,a,542
5/1/2017,0,b,145
5/1/2017,0,b,440
5/1/2017,0,b,709
5/1/2017,0,a,396
5/1/2017,0,b,474
5/1/2017,0,b,799
5/1/2017,0,b,884
5/1/2017,0,b,548
5/1/2017,0,b,874
5/1/2017,0,b,666
5/1/2017,0,b,328
5/1/2017,0,b,630
5/1/2017,0,b,566
5/1/2017,0,a,364
5/1/2017,0,b,477
5/1/2017,0,b,316
5/1/2017,0,b,257
5/1/2017,0,b,888
5/1/2017,0,b,887
5/1/2017,0,a,77
5/1/2017,0,b,328
5/1/2017,0,b,136
5/1/2017,0,b,92
5/1/2017,0,b,741
5/1/2017,0,b,344
5/1/2017,0,b,975
5/1/2017,0,b,22
5/1/2017,0,b,138
5/1/2017,0,b,136
5/1/2017,0,b,433
5/1/2017,0,a,960
5/1/2017,0,b,261
5/1/2017,0,b,755
5/1/2017,0,b,432
5/1/2017,0,a,641
5/1/2017,0,b,221
5/1/2017,0,a,589
5/1/2017,0,b,228
5/1/2017,0,a,311
5/1/2017,0,b,333
5/1/2017,0,b,231
5/1/2017,0,b,671
5/1/2017,0,b,126
5/1/2017,0,b,699
5/1/2017,0,a,153
5/1/2017,0,b,62
5/1/2017,0,b,257
5/1/2017,0,a,909
5/1/2017,0,b,466
5/1/2017,0,b,256
5/1/2017,0,b,598
5/1/2017,0,b,247
5/1/2017,0,b,161
5/1/2017,0,b,416
5/1/2017,0,b,992
5/1/2017,0,b,972
5/1/2017,0,b,856
5/1/2017,0,b,815
5/1/2017,0,a,187
5/1/2017,0,b,404
5/1/2017,0,b,200
5/1/2017,0,b,618
5/1/2017,0,b,131
5/1/2017,0,b,679
5/1/2017,0,b,135
5/1/2017,0,b,788
5/1/2017,0,b,543
5/1/2017,0,a,928
5/1/2017,0,b,966
5/1/2017,0,b,514
5/1/2017,0,b,89
5/1/2017,0,b,504
5/1/2017,0,b,215
5/1/2017,0,a,817
5/1/2017,0,b,814
5/1/2017,0,b,554
5/1/2017,0,b,165
5/1/2017,0,a,192
5/1/2017,0,b,541
5/1/2017,0,b,761
5/1/2017,0,a,834
5/1/2017,0,b,289
5/1/2017,0,a,743
5/1/2017,0,b,691
5/1/2017,0,a,124
5/1/2017,0,b,237
5/1/2017,0,b,996
5/1/2017,0,b,7
5/1/2017,0,a,355
5/1/2017,0,b,718
5/1/2017,0,a,137
5/1/2017,0,b,859
5/1/2017,0,a,408
5/1/2017,0,b,801
5/1/2017,0,a,543
5/1/2017,0,b,966
5/1/2017,0,a,142
5/1/2017,0,b,228
5/1/2017,0,a,217
5/1/2017,0,b,276
5/1/2017,0,a,651
5/1/2017,0,b,57
5/1/2017,0,a,984
5/1/2017,0,b,525
5/1/2017,0,a,713
5/1/2017,0,b,608
5/1/2017,0,a,264
5/1/2017,0,b,83
5/1/2017,0,b,831
5/1/2017,0,a,273
5/1/2017,0,b,454
5/1/2017,0,b,695
5/1/2017,0,a,803
5/1/2017,0,b,591
5/1/2017,0,a,394
5/1/2017,0,b,559
5/2/2017,0,a,698
5/2/2017,0,b,367
5/2/2017,0,a,769
5/2/2017,0,b,736
5/2/2017,0,a,212
5/2/2017,1.89,b,285
5/2/2017,0,a,878
5/2/2017,0,b,920
5/2/2017,0,a,481
5/2/2017,0,b,881
5/2/2017,0,b,680
5/2/2017,0,a,896
5/2/2017,0,b,437
5/2/2017,0,a,612
5/2/2017,0,b,998
5/2/2017,0,a,463
5/2/2017,0,b,688
5/2/2017,0,a,477
5/2/2017,0,b,774
5/2/2017,0,a,454
5/2/2017,0,b,15
5/2/2017,0,b,700
5/2/2017,0,a,721
5/2/2017,0,b,678
5/2/2017,0,b,981
5/2/2017,0,b,942
5/2/2017,0,b,981
5/2/2017,0,a,262
5/2/2017,0,b,517
5/2/2017,0,a,738
5/2/2017,0,b,961
5/2/2017,0,a,447
5/2/2017,0,b,516
5/2/2017,0,a,868
5/2/2017,0,b,60
5/2/2017,0,a,560
5/2/2017,0,b,311
5/2/2017,0,b,930
5/2/2017,0,a,73
5/2/2017,0,b,859
5/2/2017,0,a,656
5/2/2017,0,b,740
5/2/2017,0,a,962
5/2/2017,0,b,440
5/2/2017,18.84,a,574
5/2/2017,0,b,302
5/2/2017,0,a,484
5/2/2017,0,b,274
5/2/2017,0,b,543
5/2/2017,0,a,642
5/2/2017,0,b,287
5/2/2017,0,a,645
5/2/2017,0,b,397
5/2/2017,0,a,50
5/2/2017,0,b,975
5/2/2017,0,a,797
5/2/2017,0,b,314
5/2/2017,0,a,358
5/2/2017,0,b,116
5/2/2017,0,a,380
5/2/2017,0,b,433
5/2/2017,18.98,a,116
5/2/2017,0,b,107
5/2/2017,0,a,349
5/2/2017,0,b,530
5/2/2017,0,a,523
5/2/2017,0,b,867
5/2/2017,0,a,163
5/2/2017,0,b,594
5/2/2017,0,b,896
5/2/2017,0,b,241
5/2/2017,0,a,921
5/2/2017,0,b,485
5/2/2017,0,b,108
5/2/2017,0,b,34
5/2/2017,0,b,448
5/2/2017,0,a,191
5/2/2017,0,b,630
5/2/2017,0,a,404
5/2/2017,0,b,790
5/2/2017,0,b,74
5/2/2017,0,a,58
5/2/2017,0,b,788
5/2/2017,0,a,46
5/2/2017,0,b,437
5/2/2017,0,a,903
5/2/2017,0,b,125
5/2/2017,0,a,922
5/2/2017,0,b,529
5/2/2017,0,a,488
5/2/2017,0,b,888
5/2/2017,0,a,909
5/2/2017,0,b,414
5/2/2017,0,b,802
5/2/2017,0,a,727
5/2/2017,0,b,67
5/2/2017,0,a,359
5/2/2017,0,b,959
5/2/2017,0,a,490
5/2/2017,0,b,355
5/2/2017,0,a,665
5/2/2017,0,b,169
5/2/2017,0,a,597
5/2/2017,0,b,829
5/2/2017,0,a,410
5/2/2017,0,b,252
5/2/2017,0,b,327
5/2/2017,0,a,77
5/2/2017,0,b,409
5/2/2017,0,a,143
5/2/2017,0,b,35
5/2/2017,0,a,286
5/2/2017,0,b,676
5/2/2017,0,a,287
5/2/2017,0,b,806
5/2/2017,0,a,87
5/2/2017,0,b,965
5/2/2017,0,b,309
5/2/2017,0,b,610
5/2/2017,0,b,83
5/2/2017,0,a,420
5/2/2017,0,b,989
5/2/2017,0,a,703
5/2/2017,0,b,418
5/2/2017,0,b,323
5/2/2017,0,a,766
5/2/2017,0,b,864
5/2/2017,0,b,653
5/2/2017,0,b,286
5/2/2017,0,a,836
5/2/2017,0,b,721
5/2/2017,0,a,265
5/2/2017,0,b,866
5/2/2017,0,b,249
5/2/2017,0,b,391
5/2/2017,0,a,157
5/2/2017,0,b,712
5/2/2017,0,a,54
5/2/2017,0,b,389
5/2/2017,0,a,673
5/2/2017,0,b,272
5/2/2017,0,a,667
5/2/2017,0,b,109
5/2/2017,0,a,625
5/2/2017,67.89,b,529
5/2/2017,31.69,a,382
5/2/2017,0,b,299
5/2/2017,0,a,21
5/2/2017,0,b,300
5/2/2017,0,a,513
5/2/2017,0,b,777
5/2/2017,0,b,977
5/2/2017,0,a,752
5/2/2017,0,b,318
5/2/2017,0,a,936
5/2/2017,3.16,b,184
5/2/2017,0,a,79
5/2/2017,0,b,742
5/2/2017,0,a,324
5/2/2017,0,b,20
5/2/2017,0,a,307
5/2/2017,0,b,278
5/2/2017,0,a,957
5/2/2017,0,b,41
5/2/2017,0,a,774
5/2/2017,0,b,587
5/2/2017,0,a,739
5/2/2017,0,b,508
5/2/2017,0,b,109
5/2/2017,0,a,830
5/2/2017,0,b,170
5/2/2017,0,a,493
5/2/2017,0,b,671
5/2/2017,0,a,488
5/2/2017,0,b,577
5/2/2017,0,a,643
5/2/2017,0,b,45
5/2/2017,0,a,298
5/2/2017,0,b,724
5/2/2017,0,a,939
5/2/2017,0,b,110
5/2/2017,0,a,139
5/2/2017,0,b,498
5/2/2017,0,a,362
5/2/2017,0,b,104
5/2/2017,0,a,439
5/3/2017,0,b,52
5/3/2017,9.55,a,520
5/3/2017,0,b,332
5/3/2017,0,a,177
5/3/2017,0,b,719
5/3/2017,0,a,95
5/3/2017,0,b,130
5/3/2017,0,a,139
5/3/2017,0,b,252
5/3/2017,0,a,906
5/3/2017,0,b,911
5/3/2017,0,a,920
5/3/2017,0,b,649
5/3/2017,0,b,96
5/3/2017,0,a,701
5/3/2017,0,b,871
5/3/2017,0,b,236
5/3/2017,0,a,367
5/3/2017,0,b,801
5/3/2017,0,a,282
5/3/2017,0,b,360
5/3/2017,0,a,106
5/3/2017,0,b,91
5/3/2017,0,b,636
5/3/2017,0,a,606
5/3/2017,0,b,531
5/3/2017,0,a,89
5/3/2017,0,b,808
5/3/2017,0,a,265
5/3/2017,0,b,654
5/3/2017,0,a,976
5/3/2017,0,b,771
5/3/2017,0,a,582
5/3/2017,0,b,343
5/3/2017,0,b,883
5/3/2017,0,a,710
5/3/2017,0,b,912
5/3/2017,0,a,234
5/3/2017,0,b,607
5/3/2017,0,a,427
5/3/2017,0,b,747
5/3/2017,0,a,512
5/3/2017,0,b,970
5/3/2017,0,a,418
5/3/2017,0,b,925
5/3/2017,0,a,466
5/3/2017,0,b,179
5/3/2017,0,a,583
5/3/2017,0,b,347
5/3/2017,0,b,311
5/3/2017,0,a,651
5/3/2017,9.47,b,738
5/3/2017,0,a,362
5/3/2017,0,b,788
5/3/2017,0,a,572
5/3/2017,0,b,615
5/3/2017,0,a,500
5/3/2017,0,b,421
5/3/2017,0,a,61
5/3/2017,0,b,622
5/3/2017,0,a,32
5/3/2017,0,b,685
5/3/2017,0,a,431
5/3/2017,0,b,893
5/3/2017,0,a,48
5/3/2017,0,b,407
5/3/2017,0,a,111
5/3/2017,0,b,620
5/3/2017,0,b,222
5/3/2017,0,a,4
5/3/2017,0,b,918
5/3/2017,0,a,982
5/3/2017,0,b,495
5/3/2017,0,a,960
5/3/2017,0,b,584
5/3/2017,0,a,413
5/3/2017,0,b,753
5/3/2017,0,b,526
5/3/2017,0,a,568
5/3/2017,0,b,583
5/3/2017,0,a,523
5/3/2017,0,b,28
5/3/2017,0,a,149
5/3/2017,0,b,877
5/3/2017,0,a,638
5/3/2017,0,b,130
5/3/2017,0,a,866
5/3/2017,0,b,813
5/3/2017,0,a,639
5/3/2017,28.59,b,778
5/3/2017,0,a,819
5/3/2017,0,b,279
5/3/2017,0,b,449
5/3/2017,0,a,629
5/3/2017,0,b,414
5/3/2017,0,a,887
5/3/2017,0,b,776
5/3/2017,0,a,920
5/3/2017,0,b,66
5/3/2017,0,a,427
5/3/2017,0,b,92
5/3/2017,0,a,602
5/3/2017,0,b,278
5/3/2017,0,a,607
5/3/2017,0,b,490
5/3/2017,0,a,488
5/3/2017,0,b,564
5/3/2017,0,a,86
5/3/2017,0,b,948
5/3/2017,0,a,160
5/3/2017,0,b,110
5/3/2017,0,a,420
5/3/2017,0,b,619
5/3/2017,0,a,850
5/3/2017,0,b,702
5/3/2017,0,a,441
5/3/2017,0,b,974
5/3/2017,0,a,398
5/3/2017,0,b,785
5/3/2017,0,b,931
5/3/2017,9.5,b,253
5/3/2017,0,a,565
5/3/2017,0,b,352
5/3/2017,0,b,72
5/3/2017,0,b,658
5/3/2017,0,b,978
5/3/2017,0,b,332
5/3/2017,0,a,438
5/3/2017,0,b,922
5/3/2017,28.47,a,523
5/3/2017,0,b,92
5/3/2017,0,a,63
5/3/2017,0,b,974
5/3/2017,0,b,377
5/3/2017,0,a,594
5/3/2017,0,b,132
5/3/2017,0,a,93
5/3/2017,18.98,b,149
5/3/2017,0,a,256
5/3/2017,0,b,643
5/3/2017,0,b,809
5/3/2017,0,a,654
5/3/2017,0,b,632
5/3/2017,0,b,437
5/3/2017,0,a,285
5/3/2017,0,b,512
5/3/2017,0,a,220
5/3/2017,0,b,805
5/3/2017,0,a,819
5/3/2017,0,b,218
5/3/2017,0,a,200
5/3/2017,0,b,330
5/3/2017,0,a,744
5/3/2017,0,b,767
5/3/2017,0,a,839
5/3/2017,0,b,796
5/3/2017,0,a,318
5/3/2017,0,b,983
5/3/2017,0,a,170
5/3/2017,0,b,346
5/3/2017,0,a,267
5/3/2017,0,b,135
5/3/2017,0,a,554
5/3/2017,0,b,19
5/3/2017,0,a,151
5/3/2017,0,b,855
5/4/2017,0,b,409
5/4/2017,0,b,642
5/4/2017,0,a,579
5/4/2017,0,b,182
5/4/2017,0,a,430
5/4/2017,0,b,746
5/4/2017,0,a,831
5/4/2017,0,b,591
5/4/2017,0,b,304
5/4/2017,0,a,336
5/4/2017,0,b,725
5/4/2017,0,a,900
5/4/2017,0,b,691
5/4/2017,0,a,741
5/4/2017,0,b,281
5/4/2017,0,a,649
5/4/2017,0,b,676
5/4/2017,0,a,523
5/4/2017,0,b,979
5/4/2017,9.47,b,295
5/4/2017,0,a,262
5/4/2017,9.48,b,275
5/4/2017,0,a,478
5/4/2017,0,b,609
5/4/2017,0,a,675
5/4/2017,0,b,331
5/4/2017,0,a,884
5/4/2017,0,b,754
5/4/2017,0,a,212
5/4/2017,0,b,990
5/4/2017,0,a,769
5/4/2017,0,b,114
5/4/2017,9.44,a,478
5/4/2017,0,b,5
5/4/2017,0,a,134
5/4/2017,0,b,714
5/4/2017,0,a,802
5/4/2017,0,b,134
5/4/2017,0,a,55
5/4/2017,0,b,371
5/4/2017,0,b,898
5/4/2017,0,a,841
5/4/2017,0,b,688
5/4/2017,0,a,557
5/4/2017,0,b,85
5/4/2017,0,b,686
5/4/2017,0,a,19
5/4/2017,0,b,18
5/4/2017,0,b,134
5/4/2017,0,a,902
5/4/2017,0,b,575
5/4/2017,0,a,467
5/4/2017,0,b,751
5/4/2017,0,b,428
5/4/2017,0,a,191
5/4/2017,0,b,131
5/4/2017,0,a,784
5/4/2017,0,b,82
5/4/2017,0,b,461
5/4/2017,0,b,33
5/4/2017,0,a,887
5/4/2017,0,b,323
5/4/2017,18.86,a,229
5/4/2017,0,b,13
5/4/2017,0,b,267
5/4/2017,0,a,446
5/4/2017,0,b,164
5/4/2017,0,a,764
5/4/2017,0,b,965
5/4/2017,0,a,1000
5/4/2017,0,b,349
5/4/2017,0,b,538
5/4/2017,0,b,591
5/4/2017,0,a,154
5/4/2017,0,b,50
5/4/2017,0,a,962
5/4/2017,0,b,663
5/4/2017,0,a,113
5/4/2017,0,b,218
5/4/2017,0,a,767
5/4/2017,0,b,452
5/4/2017,0,a,316
5/4/2017,0,b,428
5/4/2017,0,a,946
5/4/2017,0,b,637
5/4/2017,0,a,877
5/4/2017,0,b,712
5/4/2017,0,a,959
5/4/2017,0,b,637
5/4/2017,0,a,370
5/4/2017,0,b,181
5/4/2017,0,a,860
5/4/2017,0,b,541
5/4/2017,0,a,29
5/4/2017,0,b,541
5/4/2017,0,b,263
5/4/2017,0,a,350
5/4/2017,0,b,689
5/4/2017,0,a,695
5/4/2017,0,b,795
5/4/2017,0,a,238
5/4/2017,0,b,198
5/4/2017,0,a,187
5/4/2017,0,b,1
5/4/2017,0,a,713
5/4/2017,0,b,666
5/4/2017,0,a,181
5/4/2017,0,b,133
5/4/2017,0,a,384
5/4/2017,0,b,958
5/4/2017,0,a,920
5/4/2017,0,b,142
5/4/2017,0,a,352
5/4/2017,0,b,244
5/4/2017,0,a,308
5/4/2017,0,b,90
5/4/2017,0,a,389
5/4/2017,0,b,946
5/4/2017,0,a,603
5/4/2017,0,b,743
5/4/2017,9.42,a,600
5/4/2017,9.35,b,707
5/4/2017,0,a,173
5/4/2017,0,b,196
5/4/2017,0,a,602
5/4/2017,0,b,270
5/4/2017,0,a,980
5/4/2017,0,b,802
5/4/2017,0,a,543
5/4/2017,0,b,602
5/4/2017,0,a,467
5/4/2017,0,b,997
5/4/2017,0,a,429
5/4/2017,0,b,889
5/4/2017,0,a,898
5/5/2017,28.32,b,757
5/5/2017,0,a,337
5/5/2017,0,b,431
5/5/2017,0,a,262
5/5/2017,0,b,182
5/5/2017,0,a,403
5/5/2017,0,b,186
5/5/2017,0,a,274
5/5/2017,0,b,981
5/5/2017,0,a,549
5/5/2017,0,b,513
5/5/2017,0,a,337
5/5/2017,0,b,225
5/5/2017,12.56,a,674
5/5/2017,0,b,747
5/5/2017,0,b,959
5/5/2017,0,a,419
5/5/2017,0,b,680
5/5/2017,0,b,169
5/5/2017,0,a,79
5/5/2017,0,b,952
5/5/2017,0,a,84
5/5/2017,0,b,937
5/5/2017,0,b,777
5/5/2017,0,a,153
5/5/2017,0,b,769
5/5/2017,0,a,878
5/5/2017,28.47,b,315
5/5/2017,0,b,712
5/5/2017,0,a,413
5/5/2017,0,b,79
5/5/2017,0,b,422
5/5/2017,0,a,263
5/5/2017,0,b,474
5/5/2017,0,a,460
5/5/2017,18.74,b,885
5/5/2017,0,a,613
5/5/2017,0,b,833
5/5/2017,0,a,970
5/5/2017,0,b,108
5/5/2017,0,b,153
5/5/2017,0,a,146
5/5/2017,0,b,802
5/5/2017,0,a,506
5/5/2017,0,b,894
5/5/2017,0,a,886
5/5/2017,0,b,619
5/5/2017,0,b,406
5/5/2017,28.23,a,324
5/5/2017,0,b,490
5/5/2017,0,a,919
5/5/2017,0,b,158
5/5/2017,0,a,334
5/5/2017,0,b,275
5/5/2017,3.16,a,10
5/5/2017,0,b,460
5/5/2017,0,a,757
5/5/2017,0,b,901
5/5/2017,0,a,866
5/5/2017,0,b,709
5/5/2017,0,a,812
5/5/2017,0,b,513
5/5/2017,0,a,906
5/5/2017,18.84,b,165
5/5/2017,18.86,a,69
5/5/2017,0,b,153
5/5/2017,0,a,896
5/5/2017,0,b,315
5/5/2017,0,a,566
5/5/2017,0,b,907
5/5/2017,0,a,351
5/5/2017,0,b,883
5/5/2017,0,a,524
5/5/2017,0,b,849
5/5/2017,0,a,750
5/5/2017,0,b,983
5/5/2017,0,a,56
5/5/2017,0,b,728
5/5/2017,9.41,a,8
5/5/2017,0,b,548
5/5/2017,0,b,870
5/5/2017,0,a,111
5/5/2017,0,b,71
5/5/2017,0,a,970
5/5/2017,0,b,222
5/5/2017,0,a,832
5/5/2017,0,b,866
5/5/2017,0,a,300
5/5/2017,0,b,387
5/5/2017,0,a,207
5/5/2017,0,b,869
5/5/2017,0,a,793
5/5/2017,0,b,770
5/5/2017,0,a,626
5/5/2017,0,b,167
5/5/2017,0,a,534
5/5/2017,0,b,342
5/5/2017,0,b,909
5/5/2017,0,a,105
5/5/2017,0,b,516
5/5/2017,0,b,360
5/5/2017,0,b,675
5/5/2017,0,a,721
5/5/2017,0,b,145
5/5/2017,0,a,680
5/5/2017,0,b,268
5/5/2017,0,b,399
5/5/2017,0,a,376
5/5/2017,0,b,979
5/5/2017,0,b,746
5/5/2017,0,a,760
5/5/2017,0,b,184
5/5/2017,0,a,647
5/5/2017,0,b,142
5/5/2017,0,b,930
5/5/2017,0,a,655
5/5/2017,0,b,137
5/5/2017,0,a,449
5/6/2017,0,b,511
5/6/2017,0,a,738
5/6/2017,0,b,365
5/6/2017,0,a,29
5/6/2017,0,b,266
5/6/2017,0,a,373
5/6/2017,0,b,732
5/6/2017,0,a,441
5/6/2017,0,b,819
5/6/2017,0,a,343
5/6/2017,0,b,49
5/6/2017,0,a,929
5/6/2017,0,b,772
5/6/2017,0,b,666
5/6/2017,0,a,441
5/6/2017,0,b,569
5/6/2017,0,a,778
5/6/2017,0,b,56
5/6/2017,0,a,251
5/6/2017,0,b,695
5/6/2017,0,a,706
5/6/2017,0,b,352
5/6/2017,0,a,173
5/6/2017,0,b,110
5/6/2017,0,a,500
5/6/2017,0,b,44
5/6/2017,18.94,a,831
5/6/2017,0,b,7
5/6/2017,0,a,173
5/6/2017,0,b,925
5/6/2017,0,a,103
5/6/2017,0,b,369
5/6/2017,0,a,518
5/6/2017,0,b,220
5/6/2017,0,a,665
5/6/2017,0,b,459
5/6/2017,0,a,156
5/6/2017,0,b,291
5/6/2017,0,a,978
5/6/2017,0,b,940
5/6/2017,0,b,35
5/6/2017,0,a,588
5/6/2017,0,b,542
5/6/2017,0,a,348
5/6/2017,0,b,892
5/6/2017,0,a,772
5/6/2017,0,b,794
5/6/2017,0,a,980
5/6/2017,0,b,587
5/6/2017,0,a,500
5/6/2017,0,b,548
5/6/2017,0,a,993
5/6/2017,0,b,185
5/6/2017,0,a,59
5/6/2017,0,b,894
5/6/2017,0,b,898
5/6/2017,0,a,345
5/6/2017,0,b,741
5/6/2017,0,a,952
5/6/2017,0,b,603
5/6/2017,0,a,925
5/6/2017,0,b,206
5/6/2017,0,a,408
5/6/2017,0,b,620
5/6/2017,0,a,465
5/6/2017,0,b,131
5/6/2017,3.13,a,186
5/6/2017,0,b,227
5/6/2017,0,a,216
5/6/2017,0,b,439
5/6/2017,0,a,532
5/6/2017,0,b,113
5/6/2017,0,a,705
5/6/2017,0,b,11
5/6/2017,0,a,438
5/6/2017,0,b,99
5/6/2017,0,a,846
5/6/2017,0,b,334
5/6/2017,0,a,554
5/6/2017,0,b,816
5/6/2017,0,a,219
5/6/2017,0,b,679
5/6/2017,0,a,454
5/6/2017,0,b,730
5/6/2017,0,b,926
5/6/2017,0,a,645
5/6/2017,0,b,877
5/6/2017,0,a,259
5/6/2017,0,b,576
5/6/2017,0,a,645
5/6/2017,0,b,775
5/6/2017,0,a,272
5/6/2017,0,b,123
5/6/2017,0,a,204
5/6/2017,0,b,460
5/6/2017,0,a,86
5/6/2017,0,b,326
5/6/2017,0,a,131
5/6/2017,0,b,703
5/6/2017,0,a,617
5/6/2017,0,b,280
5/6/2017,28.26,a,739
5/6/2017,0,b,345
5/6/2017,0,b,523
5/6/2017,9.42,a,463
5/6/2017,0,b,856
5/6/2017,0,a,470
5/6/2017,0,b,475
5/6/2017,0,a,217
5/6/2017,0,b,309
5/6/2017,0,b,166
5/6/2017,0,a,30
5/6/2017,0,b,152
5/6/2017,0,a,337
5/6/2017,0,b,64
5/6/2017,0,b,925
5/6/2017,0,a,298
5/6/2017,0,b,316
5/6/2017,0,a,699
5/6/2017,0,b,382
5/6/2017,0,a,662
5/6/2017,0,b,125
5/6/2017,1.88,a,500
5/6/2017,1.88,b,196
5/6/2017,0,a,682
5/6/2017,0,b,599
5/6/2017,0,a,173
5/6/2017,0,b,203
5/6/2017,0,a,502
5/6/2017,0,b,439
5/6/2017,0,a,442
5/6/2017,0,b,57
5/6/2017,0,a,569
5/6/2017,0,b,444
5/7/2017,0,a,450
5/7/2017,0,b,228
5/7/2017,0,a,225
5/7/2017,0,b,394
5/7/2017,0,a,202
5/7/2017,0,b,295
5/7/2017,0,b,186
5/7/2017,0,a,315
5/7/2017,0,b,172
5/7/2017,0,b,89
5/7/2017,0,a,472
5/7/2017,0,b,859
5/7/2017,0,a,881
5/7/2017,0,b,849
5/7/2017,0,a,632
5/7/2017,0,b,177
5/7/2017,0,a,433
5/7/2017,0,b,233
5/7/2017,0,a,967
5/7/2017,0,b,376
5/7/2017,0,b,673
5/7/2017,0,a,114
5/7/2017,18.84,b,200
5/7/2017,0,a,299
5/7/2017,0,b,560
5/7/2017,0,b,636
5/7/2017,0,b,780
5/7/2017,0,a,478
5/7/2017,0,b,570
5/7/2017,0,b,811
5/7/2017,0,a,233
5/7/2017,0,b,371
5/7/2017,0,b,921
5/7/2017,0,a,111
5/7/2017,0,b,813
5/7/2017,0,a,511
5/7/2017,0,b,626
5/7/2017,0,a,300
5/7/2017,0,b,765
5/7/2017,1.89,a,786
5/7/2017,0,b,798
5/7/2017,0,a,600
5/7/2017,0,b,679
5/7/2017,0,a,914
5/7/2017,0,b,756
5/7/2017,0,a,493
5/7/2017,0,b,186
5/7/2017,0,a,919
5/7/2017,0,b,321
5/7/2017,0,a,691
5/7/2017,0,b,847
5/7/2017,0,a,914
5/7/2017,0,b,559
5/7/2017,0,b,908
5/7/2017,0,a,263
5/7/2017,0,b,50
5/7/2017,0,a,965
5/7/2017,0,b,336
5/7/2017,0,a,630
5/7/2017,0,b,985
5/7/2017,0,a,23
5/7/2017,0,b,508
5/7/2017,0,a,459
5/7/2017,0,b,766
5/7/2017,0,a,283
5/7/2017,0,b,59
5/7/2017,0,a,721
5/7/2017,0,b,117
5/7/2017,0,a,560
5/7/2017,0,b,623
5/7/2017,0,a,533
5/7/2017,0,b,446
